situation_id,rsq001,rsq002,rsq003,rsq004,rsq005,rsq006,rsq007,rsq008,rsq009,rsq010,rsq011,rsq012,rsq013,rsq014,rsq015,rsq016,rsq017,rsq018,rsq019,rsq020,rsq021,rsq022,rsq023,rsq024,rsq025,rsq026,rsq027,rsq028,rsq029,rsq030,rsq031,rsq032,rsq033,rsq034,rsq035,rsq036,rsq037,rsq038,rsq039,rsq040,rsq041,rsq042,rsq043,rsq044,rsq045,rsq046,rsq047,rsq048,rsq049,rsq050,rsq051,rsq052,rsq053,rsq054,rsq055,rsq056,rsq057,rsq058,rsq059,rsq060,rsq061,rsq062,rsq063,rsq064,rsq065,rsq066,rsq067,rsq068,rsq069,rsq070,rsq071,rsq072,rsq073,rsq074,rsq075,rsq076,rsq077,rsq078,rsq079,rsq080,rsq081,rsq082,rsq083,rsq084,rsq085,rsq086,rsq087,rsq088,rsq089
sit_752,0.6,0.2,-0.2,0.6,0.6,0.0,0.8,0.2,0.6,0.2,0.0,0.2,0.0,0.2,0.2,0.6,0.4,0.4,0.0,0.0,0.4,0.6,0.6,-0.2,0.0,0.0,0.0,0.0,-0.4,-0.4,-0.4,0.0,-0.4,0.2,-0.2,0.0,0.2,-0.8,0.0,0.0,-0.2,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,-0.6,-0.2,-0.2,0.2,0.0,0.0,0.2,0.2,-0.4,-0.2,-0.4,0.2,-0.2,-0.2,-0.2,0.2,0.2,0.0,-0.4,0.2,0.2,0.6,0.0,-0.6,0.6,0.0,-0.4,-0.2,-0.2,-0.2,0.0,0.0,-0.4,-0.4,-0.2,0.0,0.0,-0.2
sit_753,0.2,0.4,0.2,0.0,0.2,0.2,0.0,0.4,0.4,0.2,0.6,0.4,-0.4,0.0,0.0,0.4,0.4,0.4,0.0,0.6,0.2,0.0,0.0,0.0,-0.2,0.0,0.2,-0.4,-0.2,0.0,-0.6,0.0,-0.2,0.4,-0.4,0.4,0.4,-0.2,0.0,0.0,-0.2,0.8,0.4,0.0,0.0,-0.2,-0.2,-0.2,-0.4,-0.2,-0.2,-0.2,-0.4,-0.2,0.0,0.0,0.0,0.4,0.4,0.0,-0.2,0.8,-0.2,-0.6,-0.8,-0.4,0.4,0.0,-0.2,-0.4,-0.2,0.2,0.2,-0.2,-0.2,0.6,-0.6,-0.2,0.0,0.0,0.2,0.0,0.0,-0.8,-0.2,-0.2,0.6,0.4,0.2
sit_754,0.4,0.4,-0.2,0.6,0.4,0.2,0.4,-0.2,0.2,0.2,-0.2,-0.2,-0.6,0.0,0.2,0.6,0.2,-0.2,0.0,-0.2,0.2,0.0,0.6,-0.6,-0.4,0.2,-0.6,0.6,-0.2,-0.2,-0.8,-0.2,-0.2,0.0,-0.2,-0.4,0.2,-0.2,0.0,0.0,-0.2,0.2,0.0,-0.2,0.4,-0.2,0.0,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,-0.2,0.4,0.6,0.4,-0.2,-0.4,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.4,0.2,-0.2,-0.2,0.4,0.4,0.2,-0.6,0.0,0.0,0.0,0.2,-0.6,-0.4,0.0,0.0,0.0,0.0
sit_755,0.4,0.0,0.0,-0.2,-0.2,-0.2,0.2,-0.2,-0.6,0.0,0.2,-0.6,0.2,0.0,-0.2,0.2,0.0,0.6,0.6,0.0,-0.2,0.2,0.2,0.2,0.2,0.4,0.0,-0.6,0.0,0.4,-0.2,0.0,-0.6,0.0,-0.2,0.0,0.0,-0.2,0.6,0.2,-0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,-0.4,0.0,-0.2,-0.2,-0.4,0.0,0.0,0.0,0.6,-0.2,-0.4,0.2,0.0,-0.6,0.6,-0.4,0.4,-0.2,0.2,0.2,0.2,0.0,-0.4,-0.2,0.0,0.0,0.2,-0.2,0.0,0.4,0.4,0.4,0.4,-0.4,0.0,0.2,0.0,-0.4,-0.4
sit_756,0.4,-0.6,-0.2,-0.6,0.2,-0.2,0.6,0.4,0.2,-0.2,0.0,-0.4,0.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.2,0.4,0.4,0.0,-0.2,-0.8,-0.4,-0.2,0.2,0.0,0.0,-0.6,-0.2,-0.6,0.6,0.4,0.2,0.0,-0.2,0.2,0.2,-0.2,0.0,-0.2,0.2,-0.2,0.4,-0.2,-0.2,-0.4,-0.2,0.0,-0.2,-0.4,-0.2,0.6,0.0,0.2,0.2,0.8,0.0,-0.2,0.2,-0.2,-0.4,-0.4,-0.6,-0.2,0.0,-0.2,-0.6,0.0,0.0,0.4,-0.4,-0.4,0.0,0.0,0.0,0.4,-0.2,0.0,-0.2,-0.2,0.4,0.2,0.4,0.0,0.2,0.0
sit_757,-0.4,-0.2,-0.2,-0.2,0.2,-0.8,0.0,-0.4,-1.0,0.4,-0.2,0.2,-0.4,0.2,-0.4,-0.2,-0.2,-0.4,0.0,-0.2,0.0,0.0,-0.2,0.4,0.6,0.6,0.0,0.4,1.0,0.2,-0.2,0.0,-0.2,0.0,0.0,0.2,-0.2,0.6,0.2,0.8,0.4,0.2,0.6,0.4,0.8,0.2,0.4,0.0,-0.2,0.2,0.0,-0.4,-0.2,0.0,0.4,0.2,0.0,0.0,0.2,0.0,-0.2,0.0,0.0,-0.6,-0.2,0.2,0.2,-0.6,0.2,-0.2,0.0,0.0,0.4,0.0,-0.2,-0.2,-0.6,0.2,0.6,0.2,0.4,-0.2,-0.2,0.2,0.0,-0.2,0.0,-0.4,0.2
sit_758,-0.4,-0.2,-0.4,0.2,-0.2,-0.2,-0.4,0.2,-0.2,-0.4,-0.2,-0.4,-0.8,0.0,0.0,-0.2,-0.2,0.0,-0.8,-0.2,0.0,-0.2,-0.4,0.6,0.2,0.4,0.0,0.4,0.0,1.0,0.2,0.2,0.4,0.6,-0.2,0.0,0.2,0.2,0.2,0.2,-0.4,-0.2,-0.4,-0.4,0.0,-0.2,0.0,-0.4,-0.2,0.2,0.0,-0.2,-0.6,-0.4,0.6,-0.2,-0.6,-0.2,0.8,-0.2,-0.2,0.0,-0.2,-0.2,-0.2,0.0,-0.4,-0.2,0.6,0.4,0.4,0.0,0.4,0.8,0.0,0.2,0.2,-0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4
sit_759,0.2,0.0,0.0,0.2,0.0,0.0,0.2,-0.2,0.2,-0.2,0.0,0.4,0.0,-0.2,0.2,0.8,0.0,0.4,0.0,0.4,0.2,0.2,-0.2,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.2,0.4,0.0,0.2,-0.2,0.0,0.0,0.0,0.0,-0.2,-0.2,0.2,0.4,0.2,0.2,0.0,-0.2,-0.2,-0.4,-0.2,-0.2,0.0,-0.2,0.0,-0.2,0.0,0.6,0.2,0.0,0.2,-0.2,-0.2,0.0,0.2,0.4,0.0,0.6,-0.6,-0.4,-0.2,0.4,0.0,-0.4,-0.4,0.0,0.6,0.2,-0.4,-0.4,0.0,-0.2,-0.4,0.0,-0.6,0.0,0.2,0.2,-0.2,0.0
sit_760,-0.2,0.0,-0.2,-0.2,-0.2,-0.8,-0.4,-1.2,-0.2,-0.2,-1.0,0.2,0.0,0.4,0.2,0.2,0.6,0.0,0.6,-0.2,0.2,-0.2,0.2,-0.4,0.0,0.2,-0.2,0.0,0.2,0.2,-0.4,0.2,-0.6,-0.4,-0.4,-0.2,-0.2,0.0,0.0,0.0,-0.4,0.0,-0.2,-0.2,-0.4,0.4,0.2,0.0,0.0,0.2,-0.2,-0.4,0.2,0.2,-0.2,0.2,0.2,0.2,-0.2,-0.6,0.4,-0.2,-0.2,-0.2,-0.2,0.8,0.0,0.0,0.8,0.0,0.4,0.8,-0.2,-0.4,0.8,0.8,0.2,0.6,0.2,-0.2,0.2,0.8,0.2,-0.2,0.0,0.2,0.2,0.0,0.0
sit_761,0.4,-0.4,0.0,0.0,0.0,-0.2,0.4,-0.4,0.2,-0.2,0.0,0.0,0.0,0.0,-0.2,-0.2,-0.2,0.0,0.2,0.2,-0.2,0.4,0.0,-0.4,-0.2,0.2,-0.4,0.0,-0.2,0.4,0.0,0.2,0.0,0.2,0.0,0.4,-0.4,-0.2,-0.6,0.2,0.0,0.0,0.0,-0.6,0.0,-0.6,0.0,-0.2,0.4,0.2,-0.4,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.2,0.6,-0.4,0.0,0.0,-0.2,-0.4,0.4,0.0,-0.2,-0.2,-0.6,0.2,0.0,0.4,-0.2,0.2,0.4,0.2,-0.4,0.2,-0.2,-0.2,0.2,-0.2,-0.4,0.4,0.0,-0.2,0.2,0.4
sit_762,0.0,0.2,0.0,-0.2,-0.2,-0.4,0.0,-0.2,-0.6,0.0,-0.2,-0.4,0.4,0.8,0.2,-0.4,-0.2,0.0,0.2,0.0,-0.2,-0.8,0.0,-0.2,0.2,0.0,1.0,0.4,0.6,0.0,0.0,0.2,0.2,0.2,-0.2,-0.2,-0.2,0.4,0.8,0.6,0.2,-0.2,0.4,-0.2,0.2,0.4,-0.2,0.0,0.2,-0.2,-0.4,-0.6,0.0,0.2,0.0,0.6,0.4,-0.2,-0.2,-0.2,0.0,-0.4,0.2,-0.6,0.0,-0.4,0.0,0.4,-0.4,-0.4,0.4,0.4,-0.2,0.0,0.6,-0.6,0.4,0.4,0.2,0.4,0.0,-0.2,0.0,0.0,0.0,0.2,0.0,0.2,-0.2
sit_763,0.4,-0.2,-0.2,0.2,0.0,-0.2,-0.4,0.0,0.0,0.4,0.4,0.6,0.0,-0.8,0.8,1.0,0.0,0.6,0.2,0.2,0.2,-0.4,0.0,0.0,0.6,-0.4,-0.4,-0.4,0.0,-0.4,-0.6,-0.2,0.0,0.2,0.2,0.6,-0.2,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.2,0.4,0.2,0.0,0.6,0.2,-0.4,-0.4,0.0,0.0,-0.2,-0.8,0.0,0.2,0.2,0.2,-0.2,0.0,-0.2,-0.8,1.0,0.6,-0.6,-0.2,-0.2,0.6,0.0,0.6,-0.8,0.0,0.6,0.0,-0.6,-0.2,0.4,0.2,-0.6,0.0,0.2,-0.2,0.0,-0.2,-0.4,-0.2,-0.2
sit_764,0.2,0.2,0.2,0.6,0.4,0.2,0.0,-0.2,-0.2,-0.2,-0.2,0.6,-0.4,0.0,-0.2,-0.4,0.2,0.0,0.2,0.2,-0.2,0.0,0.0,0.0,-0.2,0.6,-0.4,0.0,0.2,0.2,-0.2,0.0,-0.2,0.2,-0.4,-0.2,-0.6,0.4,0.0,0.0,0.0,0.2,0.2,-0.4,-0.4,0.2,0.0,-0.4,-0.8,0.2,0.2,-0.2,-0.2,-0.2,0.2,-0.2,0.0,0.2,0.8,0.4,-1.0,0.0,0.6,-0.2,-0.2,0.0,0.0,0.0,0.0,-0.4,-0.2,0.4,0.0,0.2,0.2,0.4,0.0,-0.4,0.4,0.0,0.0,-0.2,0.2,0.0,0.2,0.4,0.0,0.2,0.0
sit_765,0.0,0.6,0.4,0.2,0.4,0.0,-0.2,0.0,-0.2,-0.2,0.0,0.4,0.0,0.0,-0.4,-0.2,-0.2,-0.4,-0.2,0.0,0.2,0.4,0.4,0.0,0.0,0.0,-0.2,-0.4,0.2,0.2,-0.4,0.0,0.6,0.2,-0.2,0.4,0.2,0.2,0.4,0.2,0.0,0.6,1.0,0.2,-0.2,-0.2,0.0,0.2,0.0,0.6,-0.4,0.2,0.4,0.2,0.2,-0.2,0.0,1.2,-0.2,0.0,0.0,-0.2,-0.6,-0.4,0.0,0.4,0.0,0.0,1.2,0.0,-0.2,0.2,-0.4,-0.4,0.2,-0.4,-0.6,-0.6,0.8,0.4,-0.4,0.6,0.2,-0.2,0.0,-0.4,-0.4,-0.4,-0.2
sit_766,0.2,-0.4,0.0,0.2,0.4,0.0,0.6,0.0,-0.6,0.2,0.0,0.4,-0.4,1.0,-0.4,-0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.4,0.6,-0.2,-0.2,0.0,0.0,0.0,0.0,-0.2,-0.4,0.2,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,-0.2,-0.4,-0.4,-0.2,-0.4,-0.6,0.0,0.4,-0.2,0.0,0.0,0.4,0.4,-0.6,0.2,-0.2,-0.8,-0.6,-0.2,0.0,-0.8,0.2,-0.4,-0.2,0.0,0.0,-0.2,0.2,0.4,0.0,0.2,0.2,-0.2,0.4,-0.2,0.4,0.2,0.2,-0.2,0.0,-0.2,0.4
sit_767,0.4,0.0,-0.6,0.2,0.6,-0.4,0.0,0.2,0.2,0.0,0.0,0.4,-0.2,0.2,0.6,0.4,0.4,0.6,0.4,0.4,0.0,0.0,0.2,-0.6,0.0,0.6,0.2,0.6,0.8,0.0,0.2,0.2,0.0,0.4,0.0,0.4,0.4,-0.2,0.0,0.4,0.0,0.2,0.0,0.4,-0.4,0.2,0.2,-0.2,-0.2,0.0,-0.4,-0.2,-0.4,-0.6,-0.2,-0.4,-0.2,0.0,0.4,0.0,-0.2,0.2,0.2,-0.2,-0.2,0.0,0.0,0.0,0.4,0.0,-0.6,0.6,0.4,-0.6,-0.6,-0.2,0.0,-0.4,0.2,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,-0.4,0.4,-0.2
sit_768,0.2,0.2,0.4,-0.2,-0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.4,-0.2,0.0,-0.4,0.0,0.2,0.4,-0.4,-0.2,-0.2,0.0,0.6,-0.2,0.2,-0.2,0.4,-0.2,0.0,-0.2,0.2,-0.6,-0.2,0.0,0.4,0.2,0.0,0.0,-0.4,-0.4,0.8,0.0,0.0,0.2,0.2,-0.2,-0.2,0.4,0.2,0.0,-0.2,-0.2,0.2,0.2,-0.2,-0.2,0.2,0.4,0.2,0.4,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,-0.4,-0.2,0.0,0.4,-0.2,0.0,-0.4,0.6,0.2,-0.2,0.2,-0.6,-0.4,-0.6,0.2,-0.4,0.0,-0.4,0.0,0.0,1.2
sit_769,-0.2,0.0,0.2,0.2,0.4,-0.2,0.2,-0.2,0.2,0.0,-0.4,0.0,-0.6,0.0,0.0,0.2,0.4,-0.4,0.4,0.2,0.0,-0.2,0.8,0.2,0.4,0.6,0.4,-0.2,0.2,0.0,-0.2,-0.4,-0.2,0.4,-0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.0,0.2,0.0,-0.2,-0.2,0.6,0.2,0.0,0.8,-0.4,-0.2,0.4,0.0,-0.2,-0.4,0.0,-0.2,-0.2,0.0,0.2,-0.4,-0.6,-0.2,0.2,0.2,0.2,0.0,0.4,-0.2,0.4,0.2,-0.2,0.0,0.8,0.0,-0.4,0.0,0.6,-0.4,-0.4,-0.2,0.0,-0.4,-0.2,0.2,-0.4,-0.4,-0.6
sit_770,0.2,0.2,-0.2,0.2,0.0,0.4,0.4,0.0,0.0,0.0,-0.2,0.0,-0.4,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.4,0.2,0.2,0.2,1.0,-0.2,-0.2,0.4,0.2,0.6,0.4,-0.2,0.0,-0.2,0.0,0.0,0.4,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0,-0.2,0.2,-0.2,-0.8,0.0,0.4,0.2,0.2,0.0,0.2,-0.4,-0.4,0.4,0.0,-0.8,-0.2,-0.4,0.0,-0.6,-0.2,0.0,-0.2,0.0,0.0,-0.2,-0.2,0.2,0.4,0.2,-0.2,-0.4,0.6,-0.4,0.2,-0.2,-0.2,0.2,-0.4,0.6,0.6
sit_771,-0.2,0.4,-0.2,0.2,0.4,0.2,-0.2,-0.2,-0.2,0.4,0.2,0.2,0.2,0.0,0.2,-0.2,0.4,0.2,-0.2,1.0,0.2,0.4,0.6,0.0,0.8,0.6,0.4,0.0,0.2,0.0,0.8,0.2,0.0,-0.2,0.2,0.0,0.0,-0.2,0.0,-0.6,0.2,0.2,-0.2,-0.2,0.0,0.2,0.6,0.2,0.2,0.0,0.2,-0.2,0.0,-0.2,-0.2,0.2,0.0,-0.2,-0.2,0.0,0.6,-0.4,-0.4,-0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.4,-0.4,0.0,0.0,0.0,0.0,-0.4,-0.2,0.2,-0.4,-0.4,-0.8,-0.2,-0.2,0.0,0.4,0.0,-0.4
sit_772,0.0,1.0,0.2,0.0,0.0,0.4,0.4,-0.6,0.0,-0.2,0.0,1.2,-0.2,0.2,0.2,0.2,0.2,-0.6,0.4,0.0,0.0,0.0,0.6,0.0,0.8,1.0,0.2,-0.2,1.0,0.2,-0.2,0.2,0.0,-0.4,-0.4,0.0,0.4,0.0,0.6,0.0,0.4,0.4,0.2,0.8,-0.2,-0.8,0.2,0.2,0.6,0.2,-0.4,-0.2,0.8,0.0,-0.4,-0.6,-0.4,-0.2,-0.2,-0.2,0.8,-0.2,-0.8,-0.4,-0.4,-0.4,0.2,-0.2,0.4,-0.6,0.0,0.2,-0.4,0.0,0.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.0,-0.4,-0.4,0.0,-0.4,0.0,-0.2
sit_773,0.0,0.2,1.0,0.0,0.2,0.8,-0.2,-0.4,-0.4,0.2,0.2,0.0,0.4,0.0,0.0,0.0,-0.2,-0.2,0.8,0.0,0.2,0.2,0.2,-0.4,0.6,0.8,0.4,-0.2,0.0,0.4,0.2,0.2,0.2,0.8,-0.8,0.0,-0.4,0.0,0.0,-0.4,-0.2,0.2,0.2,0.0,-0.2,-0.8,0.2,0.0,0.4,0.0,0.0,0.0,0.4,-0.2,-0.6,-0.2,-0.6,-0.4,-0.2,-0.2,0.4,0.4,0.0,0.2,-0.6,-0.2,0.0,-0.4,-0.2,0.0,-0.4,0.2,0.4,0.0,0.2,0.4,0.0,-0.6,0.0,0.2,-0.2,0.4,-0.2,-0.4,-0.4,0.0,0.0,0.2,-0.4
sit_774,0.4,0.0,0.4,0.0,-0.4,-0.2,0.4,-0.4,0.2,-0.2,-0.2,-0.4,0.0,0.2,0.6,0.4,0.2,1.0,0.4,0.4,0.0,-0.4,0.0,0.0,-0.4,0.2,0.8,-0.4,-0.2,0.0,0.0,-0.4,0.4,0.6,-0.2,0.6,0.4,0.4,0.6,0.0,-0.4,0.2,0.8,-0.2,0.6,-0.2,0.2,0.4,0.0,1.4,-0.2,-0.2,0.6,-0.4,0.0,0.0,0.0,0.0,-0.2,0.4,-0.4,0.6,-0.6,0.0,-0.4,0.4,0.2,-0.6,0.2,0.0,0.8,1.0,-0.2,0.0,0.2,0.0,-0.4,-0.6,-0.2,0.0,-0.2,0.0,0.0,-0.8,-0.2,0.0,-0.8,-0.6,-0.2
sit_775,0.2,0.0,-0.4,0.2,0.4,-0.2,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.2,0.6,0.4,0.6,0.0,-0.4,-0.2,0.0,0.0,0.6,0.0,-0.4,-0.2,0.4,-0.2,0.2,-0.2,0.2,-0.4,0.0,-0.2,0.2,0.2,0.2,-0.2,-0.2,0.0,0.0,-0.2,-0.6,0.0,0.2,-0.4,-0.2,0.0,0.0,0.0,0.4,0.2,0.4,0.4,-0.4,0.4,0.0,0.2,-0.4,0.0,-0.2,0.0,0.2,0.0,-0.4,-0.2,0.2,0.2,0.4,-0.2,0.2,0.4,0.0,-0.4,0.0,0.2,-0.2,0.2,0.2,-0.2,0.2,0.2,0.6,0.2
sit_776,-0.4,0.0,0.4,0.0,-0.2,-0.6,-0.8,0.0,0.4,-0.2,-0.6,-0.2,-0.4,0.2,0.6,0.4,0.0,-0.8,0.0,-0.2,-0.2,-0.2,0.0,0.2,0.2,0.4,0.4,-0.2,0.0,0.2,-0.2,0.0,0.2,0.4,-0.2,0.0,0.4,-0.2,0.2,0.4,-0.2,0.2,0.6,0.2,-0.2,-0.2,0.0,0.2,0.2,0.4,-0.4,0.2,-0.2,-0.2,-0.4,0.0,-0.4,0.0,-1.0,0.0,0.0,-0.4,0.0,0.0,-0.2,0.4,0.4,0.0,0.2,-0.6,0.2,0.4,-0.2,0.2,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0,-0.2,0.4,-0.2,0.0,0.4,0.6,-0.2,-0.2
sit_777,0.6,0.4,-0.4,0.2,0.2,-0.2,0.2,-0.2,-0.2,0.0,0.0,0.2,-0.4,0.2,0.0,0.4,0.4,0.4,0.0,0.2,0.2,0.2,0.2,-0.2,-0.2,0.4,-0.2,0.2,0.2,-0.4,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-0.2,-0.4,0.2,0.8,0.8,-0.2,0.0,0.4,0.0,0.4,0.6,-0.2,-0.2,-0.2,0.0,0.2,-0.4,1.0,0.0,0.0,-0.4,-0.6,0.0,0.2,0.2,0.0,-0.4,-0.2,-0.6,0.0,0.0,-0.2,0.0,0.2,0.4,0.4,0.0,-0.2,0.0,0.2,-0.4,-0.4,0.0,0.4,-0.6,0.0,0.2,-0.8,0.0,0.4
sit_778,0.2,0.0,-0.6,0.0,-0.4,-0.2,0.4,0.4,-0.6,0.0,-0.2,0.4,-0.4,0.0,-0.2,-0.6,-0.4,-0.2,0.2,0.4,0.0,0.2,-0.2,-0.2,-0.2,0.0,0.0,0.2,-0.2,0.0,-0.4,-0.2,0.0,0.4,0.0,0.4,-0.2,0.2,0.6,0.6,-0.2,0.0,0.0,-0.4,-0.4,0.2,-0.2,-0.4,0.0,-0.2,-0.2,0.0,-0.2,0.0,0.2,0.2,-0.6,0.2,0.4,-0.2,-0.6,-0.2,0.4,0.2,-0.2,0.6,0.0,-0.6,0.0,-0.2,0.0,0.2,0.2,0.0,0.8,0.2,0.0,0.4,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,-0.2,-0.4,-0.2
sit_779,0.6,-0.4,0.0,0.2,0.8,0.0,0.4,0.2,0.2,0.2,-0.2,0.4,-0.2,0.4,0.4,-0.2,0.4,0.4,0.0,0.0,0.2,0.0,0.0,-0.2,-0.2,0.0,-0.4,0.6,0.2,0.2,0.2,1.0,-0.4,-0.4,-0.2,0.4,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.4,-0.2,0.2,0.0,-0.4,0.4,0.0,-0.2,-0.6,0.0,-0.2,0.2,0.0,0.4,-0.4,0.4,0.0,-0.2,0.2,-0.2,-0.2,0.4,-0.4,0.0,-0.4,0.0,0.4,-0.4,0.0,-0.2,0.4,0.2,0.0,-0.2,0.0,0.2,0.0,-0.4,-0.2,0.6,-0.2,-0.4,0.8,-0.4,0.0,-0.2
sit_780,0.2,0.0,-0.2,0.0,0.0,-0.2,0.2,-0.2,-0.2,0.4,-0.4,-0.8,-0.2,0.0,0.0,0.0,0.0,0.2,0.0,-0.2,0.0,0.0,0.2,-0.2,-0.2,0.0,0.4,0.0,-0.2,0.2,-0.4,0.2,0.0,-0.4,-0.6,0.0,-0.4,0.0,0.2,0.0,-0.2,-0.2,0.0,0.2,0.4,-0.6,0.0,0.0,-0.2,0.2,-0.2,0.0,-0.2,-0.2,0.2,0.6,-0.2,0.2,-0.2,0.0,0.4,0.2,0.2,0.2,0.2,0.0,0.0,-0.4,0.4,0.0,0.6,0.8,-0.8,-0.6,0.6,-0.4,-0.6,0.2,1.0,0.2,0.2,0.6,0.4,-0.4,0.0,0.4,0.4,0.6,-0.4
sit_781,0.0,-0.2,0.2,-1.2,-0.8,0.8,0.0,-0.6,-0.6,0.0,0.2,-0.6,-0.4,0.4,-0.4,0.2,0.2,-0.6,-0.8,0.2,0.2,0.2,0.0,-0.2,-0.2,0.0,0.0,0.2,-0.6,0.4,0.0,0.6,0.2,0.4,-0.2,0.6,0.4,0.8,0.2,0.0,-0.4,0.6,0.2,0.4,0.0,0.0,0.6,0.8,-0.4,0.2,0.0,0.8,0.4,-0.2,-0.6,-0.2,-0.4,-1.4,-0.2,0.0,0.6,0.4,0.2,0.2,-0.2,0.8,0.2,0.2,0.0,-0.2,-0.2,0.4,-0.2,-0.2,0.4,0.0,0.0,-0.4,0.4,-0.4,-0.2,0.2,0.4,0.2,0.2,-0.2,0.4,0.2,-0.2
sit_782,-0.4,0.0,-0.4,0.6,0.6,0.2,-1.2,-1.2,0.0,0.2,-0.8,-0.2,-0.2,-0.8,1.2,0.4,0.4,0.0,-0.4,0.0,0.4,0.0,1.0,-0.4,0.0,0.4,0.2,0.4,0.2,0.2,-0.4,0.0,0.0,-0.2,-0.8,-0.4,0.6,0.8,0.0,-0.2,-0.6,0.6,0.4,-0.8,0.2,-0.2,0.6,-0.2,0.2,1.2,0.0,0.4,0.0,0.2,-0.4,-0.2,0.2,0.2,-0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.4,0.2,-0.4,0.0,-0.2,0.2,1.0,-0.2,0.0,0.2,-0.6,-0.6,0.0,0.0,0.0,0.0,0.6,0.2,-0.4,-0.2,0.2,-0.4,0.4,-0.2
sit_783,0.4,-0.4,-0.8,0.0,0.6,-1.0,0.4,-0.4,0.0,0.0,0.4,0.6,0.0,0.6,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.4,0.2,-0.2,0.2,0.2,0.0,-0.4,-0.2,0.0,-0.4,0.0,0.2,0.2,0.4,0.2,-0.6,-0.2,0.4,0.2,0.2,-0.2,0.2,0.2,-0.4,-0.4,0.4,0.0,0.0,0.2,-0.6,0.0,0.0,0.2,-0.4,0.0,0.4,0.0,0.2,-0.4,-0.2,0.0,0.0,0.0,0.6,0.2,-0.4,0.2,-0.2,0.0,0.4,0.4,-0.6,-0.2,0.2,0.0,-0.4,-0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,-0.6,-0.2,-0.4
sit_784,0.0,-0.6,-0.4,0.0,0.0,0.2,-0.6,-0.4,-0.2,0.2,0.0,0.2,-0.4,1.0,0.8,-0.4,-0.2,0.0,0.2,-0.2,-0.4,0.2,-0.2,0.0,-0.4,0.0,0.0,-0.2,0.4,0.2,-0.6,-0.2,0.0,-0.2,-0.4,0.6,-0.2,0.4,0.2,-0.2,0.0,0.6,0.6,0.2,0.4,0.2,0.2,0.2,0.4,0.2,-0.2,0.0,0.2,-0.2,-0.2,0.2,0.0,0.4,0.0,0.4,-0.4,0.0,0.4,-0.2,0.6,0.0,0.0,0.2,0.0,0.0,-0.2,0.6,0.4,0.0,0.0,0.0,-0.4,0.0,0.6,0.4,-0.4,-0.4,0.4,0.0,-0.2,-0.4,-0.2,-0.6,0.2
sit_785,-0.2,0.2,0.2,-0.6,0.2,-0.8,0.0,-0.8,-0.2,0.2,0.0,-0.2,0.0,0.0,0.2,-0.2,0.0,-0.2,0.2,-0.2,0.4,-0.2,0.0,-0.4,-0.2,0.6,-0.2,0.2,0.2,0.0,0.0,-0.2,0.0,0.2,-0.2,-0.2,-0.2,-0.2,0.2,0.0,0.2,-0.2,0.2,0.4,0.2,-0.2,0.2,-0.2,0.2,1.0,-0.2,-0.2,0.2,-0.4,-0.2,-0.8,0.6,0.4,-0.2,0.4,0.0,0.4,0.0,-0.2,0.6,0.2,0.2,-0.2,0.4,0.0,0.0,0.2,0.0,0.6,1.0,0.2,-0.2,-0.4,0.0,-0.6,0.0,0.4,0.4,-0.2,-0.2,0.0,-0.6,-0.6,0.0
