,Dataset,Model,Correlation,p-value,L1 Loss
15452,RSQ,Best Model,0.023981,0.822477,1.5555555555555556
15453,RSQ,Best Model,0.594163,0.0,1.3111111111111111
15454,RSQ,Best Model,0.287777,0.005953,1.4
15455,RSQ,Best Model,0.135427,0.203129,1.488888888888889
15456,RSQ,Best Model,-0.242107,0.021503,1.5666666666666667
15457,RSQ,Best Model,0.242728,0.02116,1.4333333333333333
15458,RSQ,Best Model,0.191159,0.071102,1.4333333333333333
15459,RSQ,Best Model,0.50155,0.0,1.2666666666666666
15460,RSQ,Best Model,0.173245,0.102481,1.511111111111111
15461,RSQ,Best Model,0.154106,0.146997,1.4333333333333333
15462,RSQ,Best Model,0.043183,0.686119,1.5222222222222221
15463,RSQ,Best Model,0.520904,0.0,1.3111111111111111
15464,RSQ,Best Model,0.515601,0.0,1.3333333333333333
15465,RSQ,Best Model,0.265598,0.011404,1.4222222222222223
15466,RSQ,Best Model,0.132836,0.211988,1.5333333333333334
15467,RSQ,Best Model,0.043663,0.682811,1.5333333333333334
15468,RSQ,Best Model,-0.168297,0.112825,1.5666666666666667
15469,RSQ,Best Model,0.201342,0.057049,1.5
15470,RSQ,Best Model,-0.024006,0.822297,1.5555555555555556
15471,RSQ,Best Model,0.343832,0.000906,1.3666666666666667
15472,RSQ,Best Model,0.091771,0.389643,1.511111111111111
15473,RSQ,Best Model,-0.128243,0.228358,1.6333333333333333
15474,RSQ,Best Model,0.288125,0.00589,1.4222222222222223
15475,RSQ,Best Model,0.165034,0.120079,1.4555555555555555
15476,RSQ,Best Model,0.0,1.0,1.5333333333333334
15477,RSQ,Best Model,-0.016127,0.880084,1.511111111111111
15478,RSQ,Best Model,-0.340363,0.001029,1.6222222222222222
15479,RSQ,Best Model,0.128379,0.227863,1.5222222222222221
15480,RSQ,Best Model,0.157859,0.137285,1.5444444444444445
15481,RSQ,Best Model,0.165671,0.118635,1.4555555555555555
15482,RSQ,Best Model,0.455412,6e-06,1.3222222222222222
15483,RSQ,Best Model,0.156351,0.141127,1.5444444444444445
15484,RSQ,Best Model,0.078547,0.461799,1.4555555555555555
15485,RSQ,Best Model,0.475969,2e-06,1.3222222222222222
15486,RSQ,Best Model,0.177308,0.094554,1.5333333333333334
15487,RSQ,Best Model,0.171916,0.105184,1.5222222222222221
15488,RSQ,Best Model,0.335761,0.001215,1.4
15489,RSQ,Best Model,0.325583,0.00174,1.4
15490,RSQ,Best Model,0.253052,0.01611,1.4555555555555555
15491,RSQ,Best Model,-0.048701,0.648514,1.511111111111111
15492,RSQ,Best Model,0.48894,1e-06,1.3
15493,RSQ,Best Model,0.129548,0.223622,1.5222222222222221
15494,RSQ,Best Model,-0.133414,0.20999,1.6111111111111112
15495,RSQ,Best Model,0.269353,0.010252,1.3888888888888888
15496,RSQ,Best Model,-0.120059,0.259684,1.6111111111111112
15497,RSQ,Best Model,0.060628,0.570273,1.5222222222222221
15498,RSQ,Best Model,-0.128833,0.226207,1.5555555555555556
15499,RSQ,Best Model,0.256862,0.014529,1.4333333333333333
15500,RSQ,Best Model,0.242134,0.021487,1.4777777777777779
15501,RSQ,Best Model,0.291661,0.005284,1.4666666666666666
15502,RSQ,Best Model,0.049638,0.642208,1.511111111111111
15503,RSQ,Best Model,-0.353176,0.000639,1.6777777777777778
15504,RSQ,Best Model,0.313224,0.002647,1.4444444444444444
15505,RSQ,Best Model,-0.179784,0.089965,1.6
15506,RSQ,Best Model,-0.025488,0.811526,1.5444444444444445
15507,RSQ,Best Model,0.134919,0.204847,1.5222222222222221
15508,RSQ,Best Model,0.064569,0.545427,1.5555555555555556
15509,RSQ,Best Model,0.423049,3.3e-05,1.3777777777777778
15510,RSQ,Best Model,0.100204,0.347373,1.511111111111111
15511,RSQ,Best Model,0.272694,0.009314,1.4555555555555555
15512,RSQ,Best Model,0.519773,0.0,1.288888888888889
15513,RSQ,Best Model,0.383553,0.00019,1.3888888888888888
15514,RSQ,Best Model,0.028259,0.791475,1.5555555555555556
15515,RSQ,Best Model,0.107171,0.314702,1.5222222222222221
15516,RSQ,Best Model,0.275354,0.008621,1.4222222222222223
15517,RSQ,Best Model,0.087107,0.414288,1.5444444444444445
15518,RSQ,Best Model,-0.172362,0.104271,1.6
15519,RSQ,Best Model,0.090045,0.398661,1.5
15520,RSQ,Best Model,-0.233387,0.026841,1.6555555555555554
15521,RSQ,Best Model,0.147116,0.166452,1.4444444444444444
15522,RSQ,Best Model,0.083332,0.434883,1.5444444444444445
15523,RSQ,Best Model,0.113179,0.288183,1.5444444444444445
15524,RSQ,Best Model,0.233812,0.026557,1.488888888888889
15525,RSQ,Best Model,-0.09537,0.37124,1.5777777777777777
15526,RSQ,Best Model,-0.065695,0.538426,1.6444444444444444
15527,RSQ,Best Model,0.013115,0.902356,1.5444444444444445
15528,RSQ,Best Model,-0.150871,0.155777,1.5444444444444445
15529,RSQ,Best Model,0.245058,0.019915,1.4333333333333333
15530,RSQ,Best Model,-0.224402,0.033478,1.6
15531,RSQ,Best Model,0.148953,0.161164,1.5
15532,RSQ,Best Model,-0.123964,0.244391,1.6
15533,RSQ,Best Model,0.140556,0.186379,1.5222222222222221
15534,RSQ,Best Model,-0.047784,0.654705,1.5777777777777777
15535,RSQ,Best Model,0.211944,0.044919,1.4666666666666666
15536,RSQ,Best Model,-0.003182,0.976257,1.5666666666666667
15537,RSQ,Best Model,0.252708,0.01626,1.4
15538,RSQ,Best Model,-0.143942,0.175888,1.5666666666666667
15539,RSQ,Best Model,-0.160563,0.130594,1.5888888888888888
15540,RSQ,Best Model,0.024652,0.817597,1.5333333333333334
15541,RSQ,Best Model,-0.127166,0.232323,1.6
15542,RSQ,Best Model,0.242343,0.021372,1.511111111111111
15543,RSQ,Best Model,0.096851,0.363825,1.488888888888889
15544,RSQ,Best Model,-0.096648,0.364837,1.5
15545,RSQ,Best Model,-0.151221,0.154808,1.5777777777777777
15546,RSQ,Best Model,0.051154,0.632065,1.5444444444444445
15547,RSQ,Best Model,-0.028788,0.787661,1.5666666666666667
15548,RSQ,Best Model,0.070312,0.510199,1.6
15549,RSQ,Best Model,-0.184822,0.081173,1.6222222222222222
15550,RSQ,Best Model,0.095355,0.371316,1.5444444444444445
15551,RSQ,Best Model,0.38457,0.000182,1.4333333333333333
15552,RSQ,Best Model,-0.087107,0.414288,1.6333333333333333
15553,RSQ,Best Model,0.041602,0.697038,1.5333333333333334
15554,RSQ,Best Model,0.323182,0.00189,1.4333333333333333
15555,RSQ,Best Model,-0.078917,0.459685,1.5666666666666667
15556,RSQ,Best Model,-0.171329,0.106395,1.6222222222222222
15557,RSQ,Best Model,0.14377,0.17641,1.4777777777777779
15558,RSQ,Best Model,-0.13903,0.191256,1.6111111111111112
15559,RSQ,Best Model,-0.082012,0.442216,1.5555555555555556
15560,RSQ,Best Model,0.132478,0.213235,1.5666666666666667
15561,RSQ,Best Model,-0.154849,0.145034,1.5888888888888888
15562,RSQ,Best Model,0.09933,0.351616,1.5444444444444445
15563,RSQ,Best Model,-0.044051,0.680146,1.5333333333333334
15564,RSQ,Best Model,-0.30895,0.003048,1.6777777777777778
15565,RSQ,Best Model,0.052704,0.62177,1.5222222222222221
15566,RSQ,Best Model,-0.043703,0.682535,1.5444444444444445
15567,RSQ,Best Model,-0.055027,0.606465,1.6
15568,RSQ,Best Model,0.163835,0.122832,1.511111111111111
15569,RSQ,Best Model,-0.084149,0.430378,1.6111111111111112
15570,RSQ,Best Model,-0.090136,0.39818,1.5777777777777777
15571,RSQ,Best Model,-0.134089,0.207672,1.6777777777777778
15572,RSQ,Best Model,0.011168,0.916796,1.6333333333333333
15573,RSQ,Best Model,0.003133,0.976623,1.5888888888888888
15574,RSQ,Best Model,0.203903,0.053898,1.4555555555555555
15575,RSQ,Best Model,0.52928,0.0,1.3333333333333333
15576,RSQ,Best Model,-0.21826,0.038768,1.6777777777777778
15577,RSQ,Best Model,0.261057,0.012946,1.4333333333333333
15578,RSQ,Best Model,0.101351,0.341851,1.5777777777777777
15579,RSQ,Best Model,0.045022,0.67349,1.5222222222222221
15580,RSQ,Best Model,-0.108903,0.306901,1.5888888888888888
15581,RSQ,Best Model,0.029777,0.780549,1.5444444444444445
15582,RSQ,Best Model,-0.017337,0.871157,1.5444444444444445
15583,RSQ,Best Model,0.280366,0.007439,1.4333333333333333
15584,RSQ,Best Model,-0.162816,0.125209,1.5888888888888888
15585,RSQ,Best Model,-0.0,1.0,1.5444444444444445
15586,RSQ,Best Model,0.025488,0.811526,1.5444444444444445
15587,RSQ,Best Model,-0.050642,0.635488,1.5444444444444445
15588,RSQ,Best Model,0.066784,0.531702,1.5666666666666667
15589,RSQ,Best Model,-0.053335,0.617597,1.5888888888888888
15590,RSQ,Best Model,0.305094,0.003456,1.4333333333333333
15591,RSQ,Best Model,-0.017497,0.869984,1.5
15592,RSQ,Best Model,-0.08476,0.427022,1.5444444444444445
15593,RSQ,Best Model,0.417068,4.3e-05,1.4444444444444444
15594,RSQ,Best Model,0.08278,0.437939,1.511111111111111
15595,RSQ,Best Model,0.08226,0.440837,1.488888888888889
15596,RSQ,Best Model,0.016488,0.877419,1.5222222222222221
15597,RSQ,Best Model,-0.057059,0.593216,1.6
15598,RSQ,Best Model,0.148724,0.161815,1.5222222222222221
15599,RSQ,Best Model,-0.171587,0.105861,1.6
15600,RSQ,Best Model,0.26434,0.011814,1.4444444444444444
15601,RSQ,Best Model,0.061132,0.567066,1.5555555555555556
15602,RSQ,Best Model,0.079569,0.455977,1.4666666666666666
15603,RSQ,Best Model,-0.082045,0.442034,1.6444444444444444
15604,RSQ,Best Model,-0.102655,0.335644,1.5888888888888888
15605,RSQ,Best Model,0.369368,0.00034,1.4222222222222223
15606,RSQ,Best Model,0.194949,0.065577,1.4444444444444444
15607,RSQ,Best Model,-0.240844,0.022214,1.6666666666666667
15608,RSQ,Best Model,-0.017405,0.870655,1.5444444444444445
15609,RSQ,Best Model,0.47821,2e-06,1.3111111111111111
15610,RSQ,Best Model,-0.182406,0.0853,1.6555555555555554
15611,RSQ,Best Model,-0.012177,0.909309,1.5333333333333334
15612,RSQ,Best Model,-0.128101,0.228879,1.5666666666666667
15613,RSQ,Best Model,-0.09722,0.361989,1.5666666666666667
15614,RSQ,Best Model,-0.209496,0.04751,1.6111111111111112
15615,RSQ,Best Model,0.202015,0.056207,1.4777777777777779
15616,RSQ,Best Model,-0.112089,0.292881,1.6222222222222222
15617,RSQ,Best Model,0.015007,0.888351,1.5666666666666667
15618,RSQ,Best Model,-0.010509,0.92169,1.5444444444444445
15619,RSQ,Best Model,-0.132806,0.212093,1.6222222222222222
15620,RSQ,Best Model,-0.067338,0.528293,1.5444444444444445
15621,RSQ,Best Model,0.234555,0.026066,1.4222222222222223
15622,RSQ,Best Model,0.002621,0.980441,1.5555555555555556
15623,RSQ,Best Model,0.065607,0.538975,1.511111111111111
15624,RSQ,Best Model,0.063723,0.550718,1.5333333333333334
15625,RSQ,Best Model,-0.220906,0.036409,1.6
15626,RSQ,Best Model,-0.087059,0.483599,1.2555555555555555
15627,RSQ,Best Model,-0.157632,0.137856,1.6111111111111112
15628,RSQ,Best Model,0.135204,0.203881,1.5
15629,RSQ,Best Model,0.213592,0.04324,1.4555555555555555
15630,RSQ,Best Model,0.109062,0.306191,1.511111111111111
15631,RSQ,Best Model,0.248227,0.018323,1.4555555555555555
15632,RSQ,Best Model,0.011878,0.911523,1.5444444444444445
15633,RSQ,Best Model,0.050692,0.63515,1.5333333333333334
15634,RSQ,Best Model,-0.003172,0.976332,1.5222222222222221
15635,RSQ,Best Model,0.392624,0.000129,1.4
15636,RSQ,Best Model,0.206622,0.05071,1.488888888888889
15637,RSQ,Best Model,-0.065835,0.537561,1.5666666666666667
15638,RSQ,Best Model,0.069475,0.515259,1.5333333333333334
15639,RSQ,Best Model,-0.116327,0.274893,1.6222222222222222
15640,RSQ,Best Model,0.043954,0.680813,1.5666666666666667
15641,RSQ,Best Model,-0.077147,0.469849,1.6333333333333333
15642,RSQ,Best Model,0.011694,0.912889,1.5444444444444445
15643,RSQ,Best Model,0.158468,0.135754,1.5
15644,RSQ,Best Model,0.171963,0.105087,1.4555555555555555
15645,RSQ,Best Model,0.157227,0.138885,1.5444444444444445
15646,RSQ,Best Model,-0.269789,0.010125,1.6111111111111112
15647,RSQ,Best Model,-0.131045,0.21827,1.5888888888888888
15648,RSQ,Best Model,-0.067718,0.525967,1.6
15649,RSQ,Best Model,0.146408,0.168522,1.4777777777777779
15650,RSQ,Best Model,-0.255944,0.014897,1.6111111111111112
15651,RSQ,Best Model,-0.255885,0.014921,1.5888888888888888
15652,RSQ,Best Model,0.083935,0.431553,1.5555555555555556
15653,RSQ,Best Model,-0.105904,0.320491,1.6777777777777778
15654,RSQ,Best Model,0.396804,0.000108,1.4222222222222223
15655,RSQ,Best Model,0.065593,0.539061,1.5555555555555556
15656,RSQ,Best Model,-0.09601,0.368024,1.7555555555555555
15657,RSQ,Best Model,-0.336408,0.001187,1.6111111111111112
15658,RSQ,Best Model,0.038716,0.717135,1.5777777777777777
15659,RSQ,Best Model,-0.17273,0.103521,1.6333333333333333
15660,RSQ,Best Model,0.261332,0.012848,1.4333333333333333
15661,RSQ,Best Model,-0.110048,0.301813,1.6111111111111112
15662,RSQ,Best Model,0.295419,0.004702,1.4333333333333333
15663,RSQ,Best Model,-0.050185,0.638544,1.5444444444444445
15664,RSQ,Best Model,0.091334,0.391914,1.5777777777777777
15665,RSQ,Best Model,-0.23295,0.027136,1.6
15666,RSQ,Best Model,0.092628,0.385213,1.488888888888889
15667,RSQ,Best Model,-0.003044,0.977287,1.5333333333333334
15668,RSQ,Best Model,-0.047003,0.659999,1.5777777777777777
15669,RSQ,Best Model,0.184374,0.081926,1.4444444444444444
15670,RSQ,Best Model,0.571436,0.0,1.211111111111111
15671,RSQ,Best Model,0.310752,0.002873,1.4111111111111112
15672,RSQ,Best Model,-0.035671,0.738545,1.5555555555555556
15673,RSQ,Best Model,0.107841,0.31167,1.5222222222222221
15674,RSQ,Best Model,0.243797,0.020581,1.4555555555555555
15675,RSQ,Best Model,-0.076002,0.476485,1.6111111111111112
15676,RSQ,Best Model,0.348428,0.000764,1.4333333333333333
15677,RSQ,Best Model,0.138464,0.193087,1.5333333333333334
15678,RSQ,Best Model,-0.03412,0.74953,1.5777777777777777
15679,RSQ,Best Model,0.405406,7.4e-05,1.3333333333333333
15680,RSQ,Best Model,0.371712,0.000309,1.4
15681,RSQ,Best Model,0.290412,0.005492,1.4555555555555555
15682,RSQ,Best Model,0.131898,0.215262,1.488888888888889
15683,RSQ,Best Model,0.225073,0.032939,1.5
15684,RSQ,Best Model,0.364329,0.000415,1.4555555555555555
15685,RSQ,Best Model,0.309933,0.002951,1.4222222222222223
15686,RSQ,Best Model,0.047963,0.653494,1.5555555555555556
15687,RSQ,Best Model,0.142395,0.180627,1.5222222222222221
15688,RSQ,Best Model,0.0456,0.669541,1.4777777777777779
15689,RSQ,Best Model,0.048759,0.648118,1.5888888888888888
15690,RSQ,Best Model,0.198881,0.060217,1.4777777777777779
15691,RSQ,Best Model,0.16177,0.127687,1.5
15692,RSQ,Best Model,0.022725,0.831641,1.5666666666666667
15693,RSQ,Best Model,-0.042228,0.692704,1.5444444444444445
15694,RSQ,Best Model,0.41297,5.2e-05,1.3555555555555556
15695,RSQ,Best Model,0.085889,0.42087,1.5333333333333334
15696,RSQ,Best Model,0.340955,0.001007,1.4
15697,RSQ,Best Model,-0.050351,0.637434,1.5333333333333334
15698,RSQ,Best Model,0.294377,0.004857,1.4777777777777779
15699,RSQ,Best Model,-0.208329,0.048788,1.6333333333333333
15700,RSQ,Best Model,-0.10041,0.346377,1.6
15701,RSQ,Best Model,0.34107,0.001003,1.4333333333333333
15702,RSQ,Best Model,0.219536,0.037615,1.488888888888889
15703,RSQ,Best Model,0.152927,0.150153,1.4777777777777779
15704,RSQ,Best Model,0.425018,3e-05,1.3888888888888888
15705,RSQ,Best Model,0.471217,3e-06,1.3444444444444446
15706,RSQ,Best Model,0.530374,0.0,1.288888888888889
15707,RSQ,Best Model,0.49683,1e-06,1.3777777777777778
15708,RSQ,Best Model,-0.057577,0.589864,1.5444444444444445
15709,RSQ,Best Model,0.430205,2.3e-05,1.3333333333333333
15710,RSQ,Best Model,-0.011717,0.912723,1.5333333333333334
15711,RSQ,Best Model,0.193405,0.067784,1.4777777777777779
15712,RSQ,Best Model,0.172737,0.103507,1.4666666666666666
15713,RSQ,Best Model,-0.071977,0.500206,1.5666666666666667
15714,RSQ,Best Model,-0.092091,0.387986,1.5555555555555556
15715,RSQ,Best Model,0.091663,0.390203,1.5
15716,RSQ,Best Model,0.072753,0.495583,1.5888888888888888
15717,RSQ,Best Model,0.209614,0.047382,1.4777777777777779
15718,RSQ,Best Model,0.061458,0.564997,1.488888888888889
15719,RSQ,Best Model,0.442525,1.3e-05,1.3444444444444446
15720,RSQ,Best Model,0.251898,0.016617,1.4555555555555555
15721,RSQ,Best Model,0.237086,0.024453,1.4333333333333333
15722,RSQ,Best Model,0.196347,0.063629,1.4666666666666666
15723,RSQ,Best Model,0.057577,0.589864,1.5
15724,RSQ,Best Model,0.163762,0.123001,1.5222222222222221
15725,RSQ,Best Model,0.331721,0.001403,1.4111111111111112
15726,RSQ,Best Model,0.234526,0.026085,1.4777777777777779
15727,RSQ,Best Model,-0.161541,0.128234,1.5777777777777777
15728,RSQ,Best Model,-0.026099,0.807092,1.5888888888888888
15729,RSQ,Best Model,0.281523,0.007188,1.4
15730,RSQ,Best Model,0.263796,0.011996,1.4444444444444444
15731,RSQ,Best Model,-0.206776,0.050534,1.6555555555555554
15732,RSQ,Best Model,0.257431,0.014305,1.511111111111111
15733,RSQ,Best Model,0.323334,0.00188,1.4555555555555555
15734,RSQ,Best Model,0.283928,0.006688,1.4111111111111112
15735,RSQ,Best Model,0.047831,0.654382,1.5
15736,RSQ,Best Model,-0.131898,0.215262,1.5888888888888888
15737,RSQ,Best Model,0.159532,0.133114,1.488888888888889
15738,RSQ,Best Model,0.349362,0.000738,1.3888888888888888
15739,RSQ,Best Model,-0.253946,0.015726,1.6555555555555554
15740,RSQ,Best Model,0.377629,0.000243,1.4
15741,RSQ,Best Model,-0.05058,0.635897,1.6111111111111112
15742,RSQ,Best Model,-0.101129,0.342917,1.5555555555555556
15743,RSQ,Best Model,0.018943,0.859338,1.5222222222222221
15744,RSQ,Best Model,0.431794,2.1e-05,1.4
15745,RSQ,Best Model,0.121559,0.253734,1.5
15746,RSQ,Best Model,0.197221,0.062436,1.4777777777777779
15747,RSQ,Best Model,0.378981,0.00023,1.4444444444444444
15748,RSQ,Best Model,0.024777,0.816692,1.5333333333333334
15749,RSQ,Best Model,0.340226,0.001034,1.4333333333333333
15750,RSQ,Best Model,0.168695,0.111965,1.5
15751,RSQ,Best Model,0.187046,0.077515,1.5222222222222221
15752,RSQ,Best Model,0.266521,0.011111,1.4222222222222223
15753,RSQ,Best Model,0.281921,0.007103,1.5222222222222221
15754,RSQ,Best Model,0.098639,0.354991,1.4777777777777779
15755,RSQ,Best Model,0.370858,0.00032,1.3888888888888888
15756,RSQ,Best Model,0.178687,0.091976,1.5
15757,RSQ,Best Model,0.244553,0.020179,1.3888888888888888
15758,RSQ,Best Model,0.383553,0.00019,1.4333333333333333
15759,RSQ,Best Model,0.178893,0.091595,1.4444444444444444
15760,RSQ,Best Model,0.024888,0.815885,1.5
15761,RSQ,Best Model,0.270854,0.00982,1.4666666666666666
15762,RSQ,Best Model,0.023732,0.82429,1.5222222222222221
15763,RSQ,Best Model,0.409793,6e-05,1.3333333333333333
15764,RSQ,Best Model,0.33574,0.001216,1.4
15765,RSQ,Best Model,0.466483,4e-06,1.3444444444444446
15766,RSQ,Best Model,0.169555,0.110122,1.488888888888889
15767,RSQ,Best Model,0.443657,1.2e-05,1.3777777777777778
15768,RSQ,Best Model,0.065494,0.539674,1.5
15769,RSQ,Best Model,0.297383,0.00442,1.488888888888889
15770,RSQ,Best Model,0.405626,7.3e-05,1.3222222222222222
15771,RSQ,Best Model,0.065494,0.539674,1.5222222222222221
15772,RSQ,Best Model,0.299768,0.004099,1.4666666666666666
15773,RSQ,Best Model,0.231695,0.027998,1.4666666666666666
15774,RSQ,Best Model,0.165034,0.120079,1.5222222222222221
15775,RSQ,Best Model,0.578914,0.0,1.2666666666666666
15776,RSQ,Best Model,0.233036,0.027077,1.4555555555555555
15777,RSQ,Best Model,0.237325,0.024305,1.4777777777777779
15778,RSQ,Best Model,0.381341,0.000209,1.4
15779,RSQ,Best Model,0.144678,0.173666,1.5
15780,RSQ,Best Model,0.057808,0.588366,1.5222222222222221
15781,RSQ,Best Model,-0.041666,0.696595,1.5444444444444445
15782,RSQ,Best Model,0.15139,0.154342,1.5
15783,RSQ,Best Model,0.076463,0.473802,1.5666666666666667
15784,RSQ,Best Model,0.201631,0.056686,1.488888888888889
15785,RSQ,Best Model,0.284056,0.006663,1.4777777777777779
15786,RSQ,Best Model,-0.103933,0.329632,1.6
15787,RSQ,Best Model,-0.028788,0.787661,1.5222222222222221
15788,RSQ,Best Model,0.261057,0.012946,1.4555555555555555
15789,RSQ,Best Model,0.329038,0.001543,1.4444444444444444
15790,RSQ,Best Model,-0.0,1.0,1.5666666666666667
15791,RSQ,Best Model,0.399516,9.6e-05,1.4333333333333333
15792,RSQ,Best Model,0.369528,0.000338,1.4
15793,RSQ,Best Model,0.25488,0.015334,1.4666666666666666
15794,RSQ,Best Model,-0.0,1.0,1.5444444444444445
15795,RSQ,Best Model,0.143942,0.175888,1.5
15796,RSQ,Best Model,0.129265,0.224643,1.5333333333333334
15797,RSQ,Best Model,-0.050408,0.637052,1.5333333333333334
15798,RSQ,Best Model,0.254362,0.015551,1.4666666666666666
15799,RSQ,Best Model,0.337212,0.001154,1.4777777777777779
15800,RSQ,Best Model,0.058742,0.582344,1.488888888888889
15801,RSQ,Best Model,-0.151052,0.155277,1.6
15802,RSQ,Best Model,-0.09722,0.361989,1.5666666666666667
15803,RSQ,Best Model,0.075526,0.479258,1.5333333333333334
15804,RSQ,Best Model,0.081125,0.447185,1.5444444444444445
15805,RSQ,Best Model,0.026567,0.803702,1.511111111111111
15806,RSQ,Best Model,0.236069,0.025091,1.4555555555555555
15807,RSQ,Best Model,0.098174,0.357279,1.5555555555555556
15808,RSQ,Best Model,0.403946,7.9e-05,1.4111111111111112
15809,RSQ,Best Model,0.2812,0.007257,1.4444444444444444
15810,RSQ,Best Model,0.187241,0.077202,1.4444444444444444
15811,RSQ,Best Model,0.27949,0.007635,1.4555555555555555
15812,RSQ,Best Model,0.209581,0.047418,1.4333333333333333
15813,RSQ,Best Model,-0.051841,0.62749,1.6
15814,RSQ,Best Model,0.163639,0.123286,1.5333333333333334
15815,RSQ,Best Model,-0.038232,0.720524,1.6111111111111112
15816,RSQ,Best Model,0.303178,0.003676,1.4444444444444444
15817,RSQ,Best Model,-0.053202,0.618475,1.5333333333333334
