,Dataset,Model,Correlation,p-value,L1 Loss
2275,RSQ,Best Model,0.289516,0.005645,1.4444444444444444
2276,RSQ,Best Model,0.237325,0.024305,1.4333333333333333
2277,RSQ,Best Model,0.051966,0.626659,1.5333333333333334
2278,RSQ,Best Model,0.273374,0.009132,1.4222222222222223
2279,RSQ,Best Model,0.195097,0.065368,1.4111111111111112
2280,RSQ,Best Model,0.242134,0.021487,1.4777777777777779
2281,RSQ,Best Model,0.457885,6e-06,1.3666666666666667
2282,RSQ,Best Model,0.212525,0.044321,1.4777777777777779
2283,RSQ,Best Model,0.473458,2e-06,1.3555555555555556
2284,RSQ,Best Model,0.047465,0.656863,1.5444444444444445
2285,RSQ,Best Model,0.207653,0.049542,1.4666666666666666
2286,RSQ,Best Model,0.4002,9.3e-05,1.4666666666666666
2287,RSQ,Best Model,0.552218,0.0,1.3333333333333333
2288,RSQ,Best Model,0.087809,0.410521,1.5222222222222221
2289,RSQ,Best Model,0.495101,1e-06,1.3666666666666667
2290,RSQ,Best Model,0.19804,0.061332,1.4777777777777779
2291,RSQ,Best Model,0.247076,0.018888,1.4222222222222223
2292,RSQ,Best Model,0.386288,0.00017,1.3666666666666667
2293,RSQ,Best Model,0.368605,0.000351,1.4
2294,RSQ,Best Model,0.194785,0.065809,1.5
2295,RSQ,Best Model,0.071197,0.504872,1.5888888888888888
2296,RSQ,Best Model,0.326071,0.001711,1.4333333333333333
2297,RSQ,Best Model,0.234526,0.026085,1.4777777777777779
2298,RSQ,Best Model,0.259009,0.013699,1.488888888888889
2299,RSQ,Best Model,0.291135,0.005371,1.4333333333333333
2300,RSQ,Best Model,0.2812,0.007257,1.4666666666666666
2301,RSQ,Best Model,0.206622,0.05071,1.5333333333333334
2302,RSQ,Best Model,0.473097,2e-06,1.3444444444444446
2303,RSQ,Best Model,0.450917,8e-06,1.4333333333333333
2304,RSQ,Best Model,0.386351,0.000169,1.4
2305,RSQ,Best Model,0.094643,0.374915,1.4777777777777779
2306,RSQ,Best Model,0.314028,0.002577,1.4444444444444444
2307,RSQ,Best Model,0.399803,9.5e-05,1.3444444444444446
2308,RSQ,Best Model,0.335662,0.00122,1.3555555555555556
2309,RSQ,Best Model,0.427185,2.7e-05,1.3888888888888888
2310,RSQ,Best Model,0.311789,0.002776,1.4666666666666666
2311,RSQ,Best Model,0.292793,0.005102,1.4444444444444444
2312,RSQ,Best Model,0.445291,1.1e-05,1.3222222222222222
2313,RSQ,Best Model,0.249995,0.017484,1.4333333333333333
2314,RSQ,Best Model,0.275414,0.008606,1.4777777777777779
2315,RSQ,Best Model,0.416048,4.5e-05,1.3333333333333333
2316,RSQ,Best Model,0.023503,0.825965,1.488888888888889
2317,RSQ,Best Model,0.292557,0.00514,1.4777777777777779
2318,RSQ,Best Model,0.272694,0.009314,1.4555555555555555
2319,RSQ,Best Model,0.427185,2.7e-05,1.3888888888888888
2320,RSQ,Best Model,0.288918,0.005749,1.4666666666666666
2321,RSQ,Best Model,0.312702,0.002693,1.4333333333333333
2322,RSQ,Best Model,-0.013468,0.899744,1.5666666666666667
2323,RSQ,Best Model,0.584385,0.0,1.3
2324,RSQ,Best Model,-0.041666,0.696595,1.5
2325,RSQ,Best Model,0.088113,0.408895,1.511111111111111
2326,RSQ,Best Model,0.040403,0.705362,1.5222222222222221
2327,RSQ,Best Model,0.462783,4e-06,1.3222222222222222
2328,RSQ,Best Model,0.456355,6e-06,1.3444444444444446
2329,RSQ,Best Model,0.287777,0.005953,1.4444444444444444
2330,RSQ,Best Model,0.164519,0.121255,1.4666666666666666
2331,RSQ,Best Model,0.356031,0.000573,1.3666666666666667
2332,RSQ,Best Model,0.450899,8e-06,1.3666666666666667
2333,RSQ,Best Model,0.311096,0.00284,1.4111111111111112
2334,RSQ,Best Model,0.352072,0.000666,1.3888888888888888
2335,RSQ,Best Model,0.220197,0.037029,1.5
2336,RSQ,Best Model,0.245694,0.019586,1.4777777777777779
2337,RSQ,Best Model,-0.135067,0.204343,1.5666666666666667
2338,RSQ,Best Model,0.291135,0.005371,1.4777777777777779
2339,RSQ,Best Model,0.153008,0.149935,1.4666666666666666
2340,RSQ,Best Model,0.17575,0.097534,1.488888888888889
2341,RSQ,Best Model,0.410731,5.8e-05,1.3777777777777778
2342,RSQ,Best Model,0.227508,0.031043,1.511111111111111
2343,RSQ,Best Model,0.159403,0.133432,1.511111111111111
2344,RSQ,Best Model,-0.0,1.0,1.511111111111111
2345,RSQ,Best Model,0.383981,0.000187,1.3777777777777778
2346,RSQ,Best Model,0.217404,0.039558,1.511111111111111
2347,RSQ,Best Model,0.366502,0.000381,1.4111111111111112
2348,RSQ,Best Model,0.098907,0.35368,1.5333333333333334
2349,RSQ,Best Model,0.149269,0.160267,1.4444444444444444
2350,RSQ,Best Model,0.498135,1e-06,1.3777777777777778
2351,RSQ,Best Model,0.494267,1e-06,1.3111111111111111
2352,RSQ,Best Model,0.419045,3.9e-05,1.3666666666666667
2353,RSQ,Best Model,-0.022523,0.833115,1.5777777777777777
2354,RSQ,Best Model,0.293784,0.004948,1.4666666666666666
2355,RSQ,Best Model,0.033245,0.755748,1.6
2356,RSQ,Best Model,0.327874,0.001607,1.4666666666666666
2357,RSQ,Best Model,0.468025,3e-06,1.3333333333333333
2358,RSQ,Best Model,0.308212,0.003123,1.4555555555555555
2359,RSQ,Best Model,0.124985,0.240498,1.5444444444444445
2360,RSQ,Best Model,0.136882,0.198271,1.4777777777777779
2361,RSQ,Best Model,0.394145,0.000121,1.4
2362,RSQ,Best Model,0.310288,0.002917,1.4222222222222223
2363,RSQ,Best Model,0.117514,0.269995,1.5777777777777777
2364,RSQ,Best Model,0.038366,0.719585,1.5444444444444445
2365,RSQ,Best Model,0.124985,0.240498,1.4777777777777779
2366,RSQ,Best Model,0.205326,0.052209,1.5333333333333334
2367,RSQ,Best Model,0.349359,0.000738,1.4555555555555555
2368,RSQ,Best Model,0.418085,4.1e-05,1.3666666666666667
2369,RSQ,Best Model,0.394145,0.000121,1.4222222222222223
2370,RSQ,Best Model,0.148953,0.161164,1.5
2371,RSQ,Best Model,0.332674,0.001357,1.4666666666666666
2372,RSQ,Best Model,0.030729,0.773719,1.5333333333333334
2373,RSQ,Best Model,0.150356,0.15721,1.488888888888889
2374,RSQ,Best Model,0.095803,0.369064,1.4555555555555555
2375,RSQ,Best Model,0.35247,0.000657,1.4222222222222223
2376,RSQ,Best Model,-0.011854,0.911702,1.6111111111111112
2377,RSQ,Best Model,0.223989,0.033813,1.4777777777777779
2378,RSQ,Best Model,0.32137,0.002011,1.3777777777777778
2379,RSQ,Best Model,0.49269,1e-06,1.3
2380,RSQ,Best Model,0.33267,0.001357,1.4
2381,RSQ,Best Model,0.435913,1.8e-05,1.3555555555555556
2382,RSQ,Best Model,0.318228,0.002238,1.4
2383,RSQ,Best Model,0.407684,6.7e-05,1.3333333333333333
2384,RSQ,Best Model,0.343743,0.000909,1.4222222222222223
2385,RSQ,Best Model,0.058227,0.585663,1.5222222222222221
2386,RSQ,Best Model,0.242503,0.021284,1.4222222222222223
2387,RSQ,Best Model,0.204521,0.05316,1.5
2388,RSQ,Best Model,0.262299,0.012507,1.511111111111111
2389,RSQ,Best Model,0.405406,7.4e-05,1.4222222222222223
2390,RSQ,Best Model,0.363074,0.000436,1.4111111111111112
2391,RSQ,Best Model,0.286448,0.006198,1.4777777777777779
2392,RSQ,Best Model,0.308522,0.003091,1.4333333333333333
2393,RSQ,Best Model,0.116454,0.274367,1.5444444444444445
2394,RSQ,Best Model,0.344142,0.000896,1.4
2395,RSQ,Best Model,0.022725,0.831641,1.5
2396,RSQ,Best Model,0.360296,0.000486,1.3888888888888888
2397,RSQ,Best Model,0.270281,0.009983,1.4222222222222223
2398,RSQ,Best Model,0.261332,0.012848,1.4555555555555555
2399,RSQ,Best Model,0.259895,0.013369,1.4777777777777779
2400,RSQ,Best Model,0.413213,5.2e-05,1.4111111111111112
2401,RSQ,Best Model,0.214901,0.041945,1.5
2402,RSQ,Best Model,0.427075,2.7e-05,1.3777777777777778
2403,RSQ,Best Model,0.450274,8e-06,1.3222222222222222
2404,RSQ,Best Model,0.27471,0.008785,1.488888888888889
2405,RSQ,Best Model,0.409028,6.3e-05,1.3444444444444446
2406,RSQ,Best Model,0.249995,0.017484,1.4555555555555555
2407,RSQ,Best Model,0.291014,0.005391,1.4333333333333333
2408,RSQ,Best Model,0.352454,0.000657,1.4222222222222223
2409,RSQ,Best Model,0.011854,0.911702,1.5444444444444445
2410,RSQ,Best Model,0.119704,0.261106,1.5333333333333334
2411,RSQ,Best Model,0.425051,3e-05,1.3666666666666667
2412,RSQ,Best Model,0.11789,0.268454,1.5222222222222221
2413,RSQ,Best Model,0.282249,0.007034,1.4444444444444444
2414,RSQ,Best Model,0.098174,0.357279,1.5555555555555556
2415,RSQ,Best Model,0.234526,0.026085,1.4777777777777779
2416,RSQ,Best Model,0.250259,0.017361,1.511111111111111
2417,RSQ,Best Model,0.304054,0.003574,1.4
2418,RSQ,Best Model,0.256993,0.014478,1.4777777777777779
2419,RSQ,Best Model,0.451279,8e-06,1.3444444444444446
2420,RSQ,Best Model,0.19804,0.061332,1.5
2421,RSQ,Best Model,0.386496,0.000168,1.4444444444444444
2422,RSQ,Best Model,0.402684,8.3e-05,1.3666666666666667
2423,RSQ,Best Model,0.237086,0.024453,1.4333333333333333
2424,RSQ,Best Model,0.372611,0.000298,1.4
2425,RSQ,Best Model,0.246231,0.019313,1.4666666666666666
2426,RSQ,Best Model,0.292557,0.00514,1.4555555555555555
2427,RSQ,Best Model,0.432484,2.1e-05,1.3777777777777778
2428,RSQ,Best Model,0.227824,0.030804,1.4666666666666666
2429,RSQ,Best Model,0.427928,2.6e-05,1.4
2430,RSQ,Best Model,0.034643,0.745818,1.5777777777777777
2431,RSQ,Best Model,0.225134,0.03289,1.4777777777777779
2432,RSQ,Best Model,0.26102,0.012959,1.4444444444444444
2433,RSQ,Best Model,0.167655,0.114226,1.4777777777777779
2434,RSQ,Best Model,0.239165,0.023192,1.4666666666666666
2435,RSQ,Best Model,0.09722,0.361989,1.5444444444444445
2436,RSQ,Best Model,0.060949,0.568227,1.5222222222222221
2437,RSQ,Best Model,0.440534,1.4e-05,1.4111111111111112
2438,RSQ,Best Model,0.297906,0.004348,1.4333333333333333
2439,RSQ,Best Model,0.106796,0.316409,1.5444444444444445
2440,RSQ,Best Model,0.212525,0.044321,1.5
2441,RSQ,Best Model,0.393076,0.000127,1.4
2442,RSQ,Best Model,0.106247,0.31892,1.5555555555555556
2443,RSQ,Best Model,0.0,1.0,1.6222222222222222
2444,RSQ,Best Model,0.299618,0.004119,1.4555555555555555
2445,RSQ,Best Model,0.176227,0.096614,1.4444444444444444
2446,RSQ,Best Model,0.238607,0.023525,1.4555555555555555
2447,RSQ,Best Model,0.39469,0.000118,1.3888888888888888
2448,RSQ,Best Model,0.411889,5.5e-05,1.3777777777777778
2449,RSQ,Best Model,0.412485,5.3e-05,1.3888888888888888
2450,RSQ,Best Model,0.544517,0.0,1.3222222222222222
2451,RSQ,Best Model,0.088113,0.408895,1.511111111111111
2452,RSQ,Best Model,0.199773,0.059053,1.488888888888889
2453,RSQ,Best Model,0.22276,0.034829,1.488888888888889
2454,RSQ,Best Model,0.312702,0.002693,1.3666666666666667
2455,RSQ,Best Model,-0.0,1.0,1.6222222222222222
2456,RSQ,Best Model,0.512944,0.0,1.3111111111111111
2457,RSQ,Best Model,0.520823,0.0,1.3111111111111111
2458,RSQ,Best Model,0.411889,5.5e-05,1.3777777777777778
2459,RSQ,Best Model,0.433928,1.9e-05,1.3888888888888888
2460,RSQ,Best Model,0.077572,0.467396,1.5333333333333334
2461,RSQ,Best Model,0.107916,0.31133,1.5333333333333334
2462,RSQ,Best Model,0.314028,0.002577,1.4444444444444444
2463,RSQ,Best Model,0.507948,0.0,1.3444444444444446
2464,RSQ,Best Model,0.320822,0.002049,1.4111111111111112
2465,RSQ,Best Model,0.169551,0.11013,1.5222222222222221
2466,RSQ,Best Model,0.091692,0.390054,1.5666666666666667
2467,RSQ,Best Model,0.412893,5.2e-05,1.3777777777777778
2468,RSQ,Best Model,0.293487,0.004993,1.5
2469,RSQ,Best Model,0.497582,1e-06,1.3222222222222222
2470,RSQ,Best Model,0.092382,0.386481,1.488888888888889
2471,RSQ,Best Model,0.385308,0.000177,1.4333333333333333
2472,RSQ,Best Model,0.346206,0.00083,1.3444444444444446
2473,RSQ,Best Model,0.240441,0.022446,1.488888888888889
2474,RSQ,Best Model,0.291618,0.005291,1.4222222222222223
2475,RSQ,Best Model,0.269538,0.010198,1.4444444444444444
2476,RSQ,Best Model,0.293784,0.004948,1.4444444444444444
2477,RSQ,Best Model,0.311789,0.002776,1.4
2478,RSQ,Best Model,0.344555,0.000883,1.511111111111111
2479,RSQ,Best Model,0.225459,0.032632,1.4333333333333333
2480,RSQ,Best Model,0.28273,0.006933,1.4555555555555555
2481,RSQ,Best Model,0.357374,0.000544,1.3888888888888888
2482,RSQ,Best Model,0.071197,0.504872,1.5
2483,RSQ,Best Model,0.251805,0.016659,1.511111111111111
2484,RSQ,Best Model,0.291999,0.005229,1.4222222222222223
2485,RSQ,Best Model,0.373186,0.000292,1.4111111111111112
2486,RSQ,Best Model,0.379338,0.000227,1.4111111111111112
2487,RSQ,Best Model,0.44575,1.1e-05,1.3666666666666667
2488,RSQ,Best Model,0.044009,0.680435,1.5222222222222221
2489,RSQ,Best Model,0.231607,0.028059,1.4555555555555555
2490,RSQ,Best Model,0.3201,0.0021,1.4444444444444444
2491,RSQ,Best Model,0.134089,0.207672,1.5
2492,RSQ,Best Model,0.151371,0.154395,1.4666666666666666
2493,RSQ,Best Model,0.065172,0.541674,1.5888888888888888
2494,RSQ,Best Model,0.33701,0.001162,1.3777777777777778
2495,RSQ,Best Model,0.391079,0.000138,1.3555555555555556
2496,RSQ,Best Model,0.253681,0.015839,1.488888888888889
2497,RSQ,Best Model,0.169758,0.10969,1.4555555555555555
2498,RSQ,Best Model,0.343737,0.00091,1.3888888888888888
2499,RSQ,Best Model,0.193315,0.067915,1.5555555555555556
2500,RSQ,Best Model,0.341718,0.00098,1.4222222222222223
2501,RSQ,Best Model,0.248994,0.020787,1.4555555555555555
2502,RSQ,Best Model,0.39469,0.000118,1.4333333333333333
2503,RSQ,Best Model,0.295086,0.004751,1.4444444444444444
2504,RSQ,Best Model,0.36289,0.000439,1.4222222222222223
2505,RSQ,Best Model,0.445291,1.1e-05,1.3444444444444446
2506,RSQ,Best Model,0.305113,0.003454,1.4555555555555555
2507,RSQ,Best Model,0.254878,0.015335,1.3666666666666667
2508,RSQ,Best Model,0.299768,0.004099,1.4444444444444444
2509,RSQ,Best Model,0.305535,0.003407,1.4
2510,RSQ,Best Model,0.202703,0.055356,1.4444444444444444
2511,RSQ,Best Model,0.258543,0.013876,1.488888888888889
2512,RSQ,Best Model,0.303867,0.003596,1.4333333333333333
2513,RSQ,Best Model,0.38149,0.000207,1.3888888888888888
2514,RSQ,Best Model,0.136882,0.198271,1.5
2515,RSQ,Best Model,0.127886,0.229669,1.5
2516,RSQ,Best Model,0.013889,0.896627,1.5444444444444445
2517,RSQ,Best Model,0.483513,1e-06,1.3888888888888888
2518,RSQ,Best Model,0.450917,8e-06,1.3666666666666667
2519,RSQ,Best Model,0.286405,0.006206,1.4444444444444444
2520,RSQ,Best Model,0.128015,0.229195,1.5555555555555556
2521,RSQ,Best Model,0.425018,3e-05,1.3888888888888888
2522,RSQ,Best Model,0.18597,0.079268,1.511111111111111
2523,RSQ,Best Model,0.27796,0.007988,1.4333333333333333
2524,RSQ,Best Model,0.106796,0.316409,1.5888888888888888
2525,RSQ,Best Model,0.077483,0.467908,1.4666666666666666
2526,RSQ,Best Model,0.402816,8.3e-05,1.4111111111111112
2527,RSQ,Best Model,-0.093205,0.396194,1.511111111111111
2528,RSQ,Best Model,0.360661,0.000479,1.4666666666666666
2529,RSQ,Best Model,0.263457,0.01211,1.4777777777777779
2530,RSQ,Best Model,0.263842,0.01198,1.488888888888889
2531,RSQ,Best Model,-0.035599,0.739056,1.5666666666666667
2532,RSQ,Best Model,0.159403,0.133432,1.511111111111111
2533,RSQ,Best Model,0.106796,0.316409,1.5
2534,RSQ,Best Model,0.309369,0.003007,1.4444444444444444
2535,RSQ,Best Model,0.254878,0.015335,1.4777777777777779
2536,RSQ,Best Model,0.026601,0.803458,1.5555555555555556
2537,RSQ,Best Model,0.134677,0.205667,1.5
2538,RSQ,Best Model,0.484099,1e-06,1.3444444444444446
2539,RSQ,Best Model,0.223989,0.033813,1.5
2540,RSQ,Best Model,0.395944,0.000112,1.3888888888888888
2541,RSQ,Best Model,0.276928,0.008234,1.4444444444444444
2542,RSQ,Best Model,0.323665,0.001859,1.4666666666666666
2543,RSQ,Best Model,0.374954,0.000271,1.4111111111111112
2544,RSQ,Best Model,0.504151,0.0,1.3444444444444446
2545,RSQ,Best Model,0.347542,0.00079,1.4444444444444444
2546,RSQ,Best Model,-0.094643,0.374915,1.5444444444444445
2547,RSQ,Best Model,0.267844,0.010702,1.4555555555555555
2548,RSQ,Best Model,0.480305,2e-06,1.3444444444444446
2549,RSQ,Best Model,0.200517,0.058095,1.5
2550,RSQ,Best Model,0.161669,0.12793,1.5333333333333334
2551,RSQ,Best Model,0.152927,0.150153,1.4555555555555555
2552,RSQ,Best Model,0.183384,0.083609,1.4777777777777779
2553,RSQ,Best Model,0.114714,0.281651,1.5777777777777777
2554,RSQ,Best Model,0.435171,1.8e-05,1.4111111111111112
2555,RSQ,Best Model,-0.148724,0.161815,1.5666666666666667
2556,RSQ,Best Model,0.479157,2e-06,1.3111111111111111
2557,RSQ,Best Model,0.284056,0.006663,1.4333333333333333
2558,RSQ,Best Model,0.297061,0.004466,1.4333333333333333
2559,RSQ,Best Model,0.202015,0.056207,1.5
2560,RSQ,Best Model,0.260795,0.013041,1.4333333333333333
2561,RSQ,Best Model,0.24605,0.019404,1.4666666666666666
2562,RSQ,Best Model,0.288076,0.005899,1.4555555555555555
2563,RSQ,Best Model,0.319214,0.002165,1.4
2564,RSQ,Best Model,-0.040403,0.705362,1.5666666666666667
2565,RSQ,Best Model,0.392482,0.00013,1.4
2566,RSQ,Best Model,0.17627,0.09653,1.488888888888889
2567,RSQ,Best Model,0.407589,6.7e-05,1.3888888888888888
2568,RSQ,Best Model,0.446717,1e-05,1.3222222222222222
2569,RSQ,Best Model,0.154261,0.146586,1.4777777777777779
2570,RSQ,Best Model,0.091692,0.390054,1.5222222222222221
2571,RSQ,Best Model,0.374292,0.000279,1.4666666666666666
2572,RSQ,Best Model,0.261321,0.012852,1.4777777777777779
2573,RSQ,Best Model,0.431766,2.1e-05,1.3444444444444446
2574,RSQ,Best Model,0.174214,0.100545,1.4333333333333333
2575,RSQ,Best Model,0.135427,0.203129,1.5333333333333334
2576,RSQ,Best Model,0.41064,5.8e-05,1.3888888888888888
2577,RSQ,Best Model,0.050351,0.637434,1.5555555555555556
2578,RSQ,Best Model,0.480151,2e-06,1.3555555555555556
2579,RSQ,Best Model,0.304747,0.003495,1.4111111111111112
2580,RSQ,Best Model,0.209752,0.047234,1.4666666666666666
2581,RSQ,Best Model,0.323749,0.001854,1.3777777777777778
2582,RSQ,Best Model,0.398344,0.000101,1.4111111111111112
2583,RSQ,Best Model,0.266554,0.0111,1.4333333333333333
2584,RSQ,Best Model,0.384045,0.000186,1.3555555555555556
2585,RSQ,Best Model,0.352041,0.000667,1.4222222222222223
2586,RSQ,Best Model,0.080834,0.448821,1.511111111111111
2587,RSQ,Best Model,0.186658,0.078145,1.4555555555555555
2588,RSQ,Best Model,0.094643,0.374915,1.5444444444444445
2589,RSQ,Best Model,0.15139,0.154342,1.5
2590,RSQ,Best Model,0.414931,4.8e-05,1.3888888888888888
2591,RSQ,Best Model,0.410425,5.9e-05,1.3333333333333333
2592,RSQ,Best Model,0.344724,0.000877,1.4222222222222223
2593,RSQ,Best Model,0.308522,0.003091,1.4555555555555555
2594,RSQ,Best Model,0.013099,0.902476,1.5222222222222221
2595,RSQ,Best Model,0.120092,0.25955,1.4777777777777779
2596,RSQ,Best Model,0.090898,0.394189,1.5444444444444445
2597,RSQ,Best Model,0.432012,2.1e-05,1.3777777777777778
2598,RSQ,Best Model,0.371622,0.000311,1.4222222222222223
2599,RSQ,Best Model,0.365041,0.000404,1.3777777777777778
2600,RSQ,Best Model,0.32739,0.001634,1.4111111111111112
2601,RSQ,Best Model,0.049246,0.644842,1.5555555555555556
2602,RSQ,Best Model,0.152927,0.150153,1.4777777777777779
2603,RSQ,Best Model,0.117626,0.269534,1.5888888888888888
2604,RSQ,Best Model,0.421105,3.6e-05,1.4
2605,RSQ,Best Model,0.099551,0.35054,1.5666666666666667
2606,RSQ,Best Model,-0.0,1.0,1.5
2607,RSQ,Best Model,0.266554,0.0111,1.4555555555555555
2608,RSQ,Best Model,0.499653,1e-06,1.3
2609,RSQ,Best Model,-0.040403,0.705362,1.5444444444444445
2610,RSQ,Best Model,0.115893,0.276701,1.5
2611,RSQ,Best Model,0.53238,0.0,1.3111111111111111
2612,RSQ,Best Model,-0.034374,0.74773,1.6333333333333333
2613,RSQ,Best Model,0.392087,0.000132,1.4111111111111112
2614,RSQ,Best Model,0.363767,0.000425,1.3888888888888888
2615,RSQ,Best Model,0.352943,0.000645,1.4
2616,RSQ,Best Model,0.172071,0.104866,1.5333333333333334
2617,RSQ,Best Model,0.172071,0.104866,1.488888888888889
2618,RSQ,Best Model,0.209296,0.047727,1.4666666666666666
2619,RSQ,Best Model,0.045022,0.67349,1.5222222222222221
2620,RSQ,Best Model,0.064967,0.542951,1.488888888888889
2621,RSQ,Best Model,0.285128,0.006451,1.4666666666666666
2622,RSQ,Best Model,0.090829,0.39455,1.5333333333333334
2623,RSQ,Best Model,0.289106,0.005716,1.4111111111111112
2624,RSQ,Best Model,0.213964,0.042869,1.511111111111111
2625,RSQ,Best Model,0.14726,0.166031,1.511111111111111
2626,RSQ,Best Model,0.477654,2e-06,1.3666666666666667
2627,RSQ,Best Model,0.322847,0.001912,1.4222222222222223
2628,RSQ,Best Model,0.126304,0.235529,1.488888888888889
2629,RSQ,Best Model,0.275433,0.008602,1.4777777777777779
2630,RSQ,Best Model,0.269568,0.010189,1.4222222222222223
2631,RSQ,Best Model,0.287055,0.006085,1.3777777777777778
2632,RSQ,Best Model,0.35223,0.000663,1.3888888888888888
2633,RSQ,Best Model,0.206622,0.05071,1.511111111111111
2634,RSQ,Best Model,0.186451,0.078481,1.4555555555555555
2635,RSQ,Best Model,0.242503,0.021284,1.4222222222222223
2636,RSQ,Best Model,0.402045,8.6e-05,1.3666666666666667
2637,RSQ,Best Model,-0.129548,0.223622,1.5666666666666667
2638,RSQ,Best Model,0.022964,0.82989,1.511111111111111
2639,RSQ,Best Model,0.243375,0.020808,1.4333333333333333
2640,RSQ,Best Model,0.47166,3e-06,1.3444444444444446
2641,RSQ,Best Model,0.270271,0.009986,1.488888888888889
2642,RSQ,Best Model,0.465595,4e-06,1.4
2643,RSQ,Best Model,0.314372,0.002548,1.4333333333333333
2644,RSQ,Best Model,0.06372,0.550739,1.5222222222222221
2645,RSQ,Best Model,0.337717,0.001133,1.3666666666666667
2646,RSQ,Best Model,0.061458,0.564997,1.511111111111111
2647,RSQ,Best Model,0.48397,1e-06,1.3555555555555556
2648,RSQ,Best Model,0.338994,0.001082,1.4555555555555555
2649,RSQ,Best Model,0.071971,0.500243,1.5444444444444445
2650,RSQ,Best Model,0.339866,0.001048,1.4444444444444444
2651,RSQ,Best Model,0.311799,0.002775,1.4222222222222223
2652,RSQ,Best Model,0.162417,0.126151,1.511111111111111
2653,RSQ,Best Model,-0.061358,0.565628,1.5777777777777777
2654,RSQ,Best Model,0.234526,0.026085,1.4555555555555555
2655,RSQ,Best Model,0.367853,0.000361,1.3888888888888888
2656,RSQ,Best Model,-0.0,1.0,1.5666666666666667
2657,RSQ,Best Model,0.18986,0.07308,1.5222222222222221
2658,RSQ,Best Model,0.416667,4.4e-05,1.4222222222222223
2659,RSQ,Best Model,-0.010929,0.918569,1.5777777777777777
2660,RSQ,Best Model,-0.07458,0.484792,1.5666666666666667
2661,RSQ,Best Model,0.059954,0.574576,1.5777777777777777
2662,RSQ,Best Model,0.275056,0.008697,1.4777777777777779
2663,RSQ,Best Model,0.307647,0.003181,1.4333333333333333
2664,RSQ,Best Model,0.18597,0.079268,1.488888888888889
2665,RSQ,Best Model,0.01296,0.903502,1.5777777777777777
2666,RSQ,Best Model,0.336691,0.001175,1.3888888888888888
2667,RSQ,Best Model,0.06372,0.550739,1.5
2668,RSQ,Best Model,-0.202015,0.056207,1.6333333333333333
2669,RSQ,Best Model,0.267622,0.010769,1.4111111111111112
2670,RSQ,Best Model,0.309364,0.003007,1.4111111111111112
2671,RSQ,Best Model,0.245694,0.019586,1.4555555555555555
2672,RSQ,Best Model,0.53911,0.0,1.3222222222222222
2673,RSQ,Best Model,0.075612,0.478758,1.5333333333333334
2674,RSQ,Best Model,0.420403,3.7e-05,1.4333333333333333
2675,RSQ,Best Model,-0.291999,0.005229,1.6444444444444444
2676,RSQ,Best Model,0.100204,0.347373,1.488888888888889
2677,RSQ,Best Model,0.355195,0.000592,1.4333333333333333
2678,RSQ,Best Model,0.180552,0.088577,1.5444444444444445
2679,RSQ,Best Model,0.476514,2e-06,1.3333333333333333
2680,RSQ,Best Model,-0.092187,0.38749,1.5555555555555556
2681,RSQ,Best Model,0.43088,2.2e-05,1.3666666666666667
2682,RSQ,Best Model,0.614737,0.0,1.2222222222222223
2683,RSQ,Best Model,0.428396,2.5e-05,1.4
2684,RSQ,Best Model,0.355987,0.000574,1.3888888888888888
2685,RSQ,Best Model,0.275313,0.008632,1.4444444444444444
2686,RSQ,Best Model,0.435384,1.8e-05,1.3666666666666667
2687,RSQ,Best Model,0.039345,0.712737,1.5222222222222221
2688,RSQ,Best Model,0.400144,9.3e-05,1.4111111111111112
2689,RSQ,Best Model,-0.116087,0.314705,1.4111111111111112
2690,RSQ,Best Model,0.25058,0.017214,1.488888888888889
2691,RSQ,Best Model,0.419675,3.8e-05,1.4
2692,RSQ,Best Model,0.440567,1.4e-05,1.3555555555555556
2693,RSQ,Best Model,0.477215,2e-06,1.3666666666666667
2694,RSQ,Best Model,0.216647,0.040268,1.4555555555555555
2695,RSQ,Best Model,0.148144,0.163476,1.5
2696,RSQ,Best Model,0.143889,0.17605,1.4666666666666666
2697,RSQ,Best Model,0.013099,0.902476,1.5666666666666667
2698,RSQ,Best Model,0.410731,5.8e-05,1.3555555555555556
2699,RSQ,Best Model,0.314461,0.00254,1.4222222222222223
2700,RSQ,Best Model,0.263884,0.011966,1.4111111111111112
2701,RSQ,Best Model,0.435813,1.8e-05,1.4111111111111112
2702,RSQ,Best Model,-0.027041,0.800274,1.5444444444444445
2703,RSQ,Best Model,0.235027,0.025759,1.4666666666666666
2704,RSQ,Best Model,0.386351,0.000169,1.3777777777777778
2705,RSQ,Best Model,0.194441,0.066297,1.4777777777777779
2706,RSQ,Best Model,0.50155,0.0,1.288888888888889
2707,RSQ,Best Model,0.502557,0.0,1.3666666666666667
2708,RSQ,Best Model,0.343832,0.000906,1.3888888888888888
2709,RSQ,Best Model,0.312911,0.002675,1.4555555555555555
2710,RSQ,Best Model,0.094643,0.374915,1.5444444444444445
2711,RSQ,Best Model,0.29952,0.004132,1.4444444444444444
2712,RSQ,Best Model,0.015007,0.888351,1.5
2713,RSQ,Best Model,0.448955,9e-06,1.288888888888889
2714,RSQ,Best Model,0.239407,0.023049,1.4666666666666666
2715,RSQ,Best Model,0.505146,0.0,1.3
2716,RSQ,Best Model,0.281532,0.007186,1.4444444444444444
